Close,Subjectivity,Polarity,Compound,Negative,Neutral,Positive
3453.99,0.4739007260101011,0.09696890782828282,-0.9947,0.159,0.716,0.126
3434.83,0.3034074207685318,0.04187025680081234,-0.9971,0.142,0.746,0.113
3431.93,0.3554533722826405,0.014263834629688298,-0.9995,0.192,0.695,0.113
3383.41,0.44180115764385425,0.021703268641470885,-0.9981,0.138,0.782,0.08
3370.93,0.39899711399711385,0.08581225334237381,-0.998,0.137,0.776,0.087
3340.75,0.4268877717264813,0.10417283433412469,-0.9416,0.133,0.751,0.116
3330.98,0.3321552116072664,-0.01441518907272333,-0.9981,0.151,0.771,0.079
3335.08,0.41394846627519905,0.0019295500978669306,-0.9985,0.128,0.805,0.067
3301.97,0.39300091507408585,0.012347428993770455,-0.9986,0.148,0.771,0.081
3259.03,0.3809202182793732,-0.035631694205637866,-0.9999,0.235,0.665,0.1
3251.53,0.3927612971823498,-0.03263769271664008,-0.9989,0.13,0.803,0.067
3285.89,0.37284760042824555,0.0399159800772704,-0.9885,0.116,0.796,0.088
3329.28,0.3541447889028534,0.025987612298096156,-0.9992,0.146,0.765,0.089
3284.17,0.3931957617142803,0.022566048491974397,-0.9996,0.166,0.776,0.058
3298.78,0.38146406348087003,0.10464121779247829,-0.9992,0.145,0.781,0.074
3325.38,0.4259704751640236,0.037181560971883534,-0.9978,0.138,0.789,0.073
3329.95,0.4138719966100919,0.09249997136901901,-0.9996,0.163,0.744,0.093
3319.67,0.34373509531404256,0.030989436976279098,-0.9995,0.148,0.784,0.068
3302.32,0.36836820586820584,0.048871151996152,-0.9995,0.178,0.71,0.113
3319.61,0.4109077829253268,0.04866507598963741,-0.9965,0.109,0.815,0.076
3316.21,0.4169451112734695,0.09030994710099186,-0.9986,0.121,0.803,0.076
3287.62,0.38198827435191074,0.06352806536897447,-0.9997,0.183,0.724,0.094
3331.89,0.41469304152637476,0.0862511223344557,-0.9937,0.119,0.789,0.092
3337.91,0.41993588615539845,0.03225369255857059,-0.9907,0.101,0.822,0.077
3296.71,0.37716595152900884,0.06142131046589646,-0.9985,0.129,0.772,0.099
3278.92,0.40504658189033205,0.10605257936507936,-0.9966,0.136,0.743,0.12
3297.43,0.3768342668213803,0.044579707234346407,-0.9989,0.144,0.747,0.109
3308.79,0.38406776983700064,0.0427804887420272,-0.9998,0.172,0.725,0.102
3305.51,0.41383057260200107,0.10022288188002479,-0.9986,0.146,0.732,0.121
3318.32,0.3910443957197203,0.07181682314799197,-0.9907,0.121,0.77,0.109
3313.07,0.4285640295533345,0.05877525771910801,-0.9989,0.139,0.757,0.104
3300.62,0.44078620649595235,0.060202967936018786,-0.9998,0.194,0.681,0.124
3286.87,0.337681860963111,0.07523822676166432,-0.9991,0.121,0.792,0.087
3244.95,0.3924625250371516,-0.001503494432598911,-0.9994,0.153,0.759,0.088
3227.12,0.3900135017678878,0.05071204948397929,-0.9993,0.163,0.713,0.124
3231.6,0.4371605041579269,0.05057082236205948,-0.9642,0.122,0.76,0.118
3228.6,0.38912453029204325,0.05162991407915265,-0.9996,0.162,0.73,0.108
3202.55,0.3698593998593998,0.031504167129167135,-0.9985,0.125,0.784,0.09
3198.4,0.4328750085892944,0.055570795417734194,-0.9993,0.167,0.715,0.118
3183.63,0.3932511518695729,0.06319836839573685,-0.9994,0.162,0.75,0.088
3150.4,0.392244924025746,0.04229229484366469,-0.9996,0.154,0.752,0.094
3032.71,0.43202020202020197,0.05103007111935687,-0.9997,0.157,0.741,0.103
2987.5,0.3552803545660687,0.05479059300487869,-0.9998,0.206,0.702,0.092
2830.12,0.38127214580856944,0.05634131688767452,-0.9998,0.189,0.698,0.113
2680.98,0.3903357065340537,0.07493267980871289,-0.9995,0.197,0.673,0.13
2782.47,0.40448821548821534,0.1363673641173641,-0.9978,0.15,0.739,0.112
2804.16,0.3969322441935509,0.054563872754827505,-0.9991,0.138,0.774,0.088
2761.66,0.4395896578807971,0.10565562953221183,-0.999,0.147,0.751,0.102
2600.12,0.4067956879721585,0.0700416631298984,-0.9964,0.133,0.772,0.095
2651.78,0.42046975970889017,0.07814161804379195,-0.9995,0.2,0.667,0.132
2617.35,0.41338846447669964,0.038595874713521765,-0.9998,0.177,0.725,0.098
2667.34,0.47659586339586335,0.07902210197210201,-0.9991,0.171,0.698,0.131
2715.5,0.36648312392214827,0.008267430401576745,-0.9994,0.167,0.758,0.075
2811.6,0.4228160519085176,0.06500432406254324,-0.999,0.133,0.783,0.084
2795.3,0.4430976662226662,0.0178104842688176,-0.9997,0.218,0.713,0.069
2754.95,0.42479099025974026,0.01950145051707552,-0.9979,0.144,0.756,0.1
2788.97,0.3554262227134567,0.049360051886647625,-0.996,0.133,0.769,0.099
2812.9,0.3893829236239951,0.09540081941867654,-0.9989,0.161,0.736,0.103
2765.37,0.403470643939394,0.04822206439393939,-0.9991,0.177,0.708,0.114
2794.42,0.44689021361152487,0.06454793840039742,-0.9994,0.211,0.687,0.102
2896.6,0.3917203790361684,0.06523314989104462,-0.9998,0.202,0.692,0.106
2943.69,0.3742196874762665,-0.019992500189868603,-0.9927,0.104,0.834,0.063
2959.39,0.42058802308802296,-0.011639352710781276,-0.9992,0.184,0.742,0.074
2976.3,0.3756157465061574,0.0030233845302338417,-0.999,0.169,0.744,0.086
2992.46,0.3888833806575742,-0.031065959130475267,-0.9994,0.162,0.767,0.071
3043.85,0.47193622976755495,0.05490750882317146,-0.999,0.155,0.769,0.076
2981.33,0.41335676183990805,0.06197447995200804,-0.9983,0.151,0.755,0.094
3016.84,0.3666051317775456,-0.026312841054220378,-0.9993,0.167,0.765,0.069
3001.86,0.4510119388807914,0.008856835332245173,-0.9988,0.185,0.703,0.112
3061.91,0.4525385245755615,0.022197593216111745,-0.9998,0.216,0.692,0.092
3040.16,0.4257601287601289,0.10010483960483958,-0.9983,0.177,0.724,0.099
3022.16,0.3548692438166121,-0.03630990354674565,-0.9988,0.188,0.702,0.11
3009.33,0.39986706223069857,0.037970214129305034,-0.9993,0.176,0.729,0.094
2957.45,0.3688268953268954,0.07242601842601842,-0.9998,0.197,0.714,0.089
2989.35,0.32414354584809124,0.018923898071625346,-0.999,0.162,0.763,0.075
3049.8,0.38798290279847664,0.04470359331015068,-0.995,0.106,0.818,0.076
3052.6,0.4066830065359475,0.03893790849673203,-0.9958,0.106,0.832,0.062
3037.01,0.4057468361778705,0.08998780912574018,-0.9817,0.119,0.794,0.088
3068.89,0.3742064765300059,0.016748450895509723,-0.9994,0.182,0.743,0.076
3013.94,0.4202715728715728,0.04479480519480519,-0.9996,0.18,0.745,0.074
3059.97,0.3540920974450385,0.09348514557338092,-0.9992,0.157,0.759,0.084
3079.67,0.3799648445236682,0.05297856011091305,-0.9913,0.122,0.776,0.102
3094.14,0.3993932834841926,0.05964843237570509,-0.9983,0.148,0.756,0.096
3077.19,0.4099788525650594,0.10129770612529235,-0.9925,0.122,0.78,0.098
3113.04,0.4113590634717395,0.11187854399122006,-0.9343,0.161,0.689,0.15
3180.23,0.3991640211640211,0.06530599647266315,-0.9793,0.116,0.813,0.071
3280.48,0.4252359662195727,0.10548517966550752,-0.999,0.183,0.731,0.086
3231.66,0.3811614327292292,-0.011381459877222593,-0.9994,0.163,0.751,0.087
3244.09,0.4213993405348546,0.032251318255991146,-0.9987,0.142,0.764,0.094
3258.13,0.38255991710878934,0.01902779133982142,-0.9997,0.178,0.737,0.086
3252.2,0.3900858585858585,0.034843118686868686,-0.9933,0.13,0.768,0.102
3322.77,0.4224262417635911,0.061040743058815336,-0.9981,0.135,0.787,0.078
3287.57,0.38112691541262983,0.051563509242080675,-0.9994,0.165,0.734,0.102
3294.12,0.343161017469528,0.04123403487765189,-0.9975,0.143,0.759,0.098
3287.56,0.406843344155844,0.03856520562770561,-0.9989,0.145,0.78,0.075
3275.47,0.3724441941278675,0.0933484995729894,-0.9997,0.228,0.659,0.113
3320.28,0.3837001167556721,0.057565011414217764,-0.998,0.105,0.817,0.078
3409.64,0.3653737045782501,0.016585190377804006,-0.9987,0.164,0.739,0.097
3431.57,0.3994995227869244,0.07219222597175354,-0.9993,0.158,0.717,0.124
3436.37,0.3936779701779701,0.06306265031265029,-0.9989,0.14,0.783,0.077
3442.89,0.3938468013468013,0.01805739688552187,-0.9987,0.146,0.768,0.085
3419.13,0.37788762120537817,0.0035556499575191158,-0.9994,0.159,0.754,0.087
3412.15,0.32542002301495976,0.03988971998465669,-0.9931,0.114,0.812,0.074
3388.59,0.34042445887445877,0.031980844155844165,-0.9998,0.213,0.693,0.094
3353.6,0.4095787732866384,-0.005630380855099962,-0.999,0.188,0.674,0.138
3335.88,0.3798520923520924,0.02813194688194687,-0.9991,0.161,0.762,0.078
3262.67,0.42920590617959037,-0.016521575403154347,-0.9993,0.157,0.751,0.092
3271.64,0.3930464163431196,0.025203557126634052,-0.9986,0.141,0.784,0.075
3235.49,0.36937664937664944,0.004741137241137246,-0.9993,0.147,0.771,0.082
3232.97,0.37586439023939017,-0.01886097698597699,-0.9995,0.182,0.726,0.092
3175.86,0.3466283835638674,0.04702873589970364,-0.9992,0.161,0.76,0.079
3131.78,0.3836538545629455,0.03848328158934217,-0.9988,0.154,0.738,0.108
3184.44,0.44869940565485106,0.007244938779592243,-0.9993,0.161,0.755,0.084
3262.33,0.42824029771398187,0.05445507708665604,-0.9984,0.171,0.743,0.086
3246.15,0.42017627574445754,0.08578010215794307,-0.9958,0.167,0.678,0.154
3269.16,0.42329449465414376,0.04737934904601574,-0.996,0.109,0.805,0.086
3308.02,0.4099597001637816,0.0876551000020388,-0.9979,0.12,0.783,0.097
3375.74,0.41935640117458306,0.05446825901371353,-0.9993,0.158,0.738,0.105
3401.8,0.48510749315097124,0.13881391555304604,-0.9947,0.134,0.755,0.111
3437.78,0.3792096439206264,0.11394819374588162,-0.9989,0.141,0.751,0.108
3400.89,0.39009284967905655,0.03382736229287953,-0.9989,0.128,0.78,0.092
3381.96,0.4396992332286449,0.12533828009318213,-0.9949,0.096,0.825,0.079
3362.88,0.40951791557425354,0.015491738308639721,-0.9997,0.179,0.73,0.091
3407.84,0.45610445831225044,0.13372940911901954,0.9973,0.114,0.74,0.147
3352.52,0.41649524033244956,0.10092033289707711,-0.9438,0.114,0.772,0.114
3348.8,0.4096362294036712,0.060252441357092526,-0.9991,0.162,0.717,0.121
3401.15,0.41614540312816195,0.1057854198802475,-0.9657,0.132,0.741,0.127
3377.05,0.4041862189376002,0.060950148684955324,-0.9986,0.153,0.725,0.122
3382.29,0.4678949085596484,0.07425539457331362,-0.9969,0.169,0.682,0.149
3368.28,0.4137135897534128,0.12637766731793273,-0.9995,0.15,0.737,0.113
3373.07,0.4507092656339643,0.08777562631478296,-0.9972,0.144,0.739,0.118
3357.79,0.44204288285971477,0.0823072307230723,-0.9939,0.136,0.742,0.122
3332.3,0.3915284395859933,0.062195464407694606,-0.9959,0.134,0.754,0.112
3317.64,0.3885147430184195,0.05722946375519905,-0.9844,0.132,0.749,0.118
3313.28,0.4139764065187795,0.0701161330822348,-0.9989,0.149,0.739,0.113
3298.79,0.40605707962449533,0.07773321092141317,-0.9984,0.124,0.782,0.095
3311.03,0.4235618861425311,0.10270539496345948,-0.9981,0.125,0.79,0.085
3333.92,0.4666326118326117,0.0569987914862915,-0.9983,0.157,0.73,0.113
3317.01,0.41641643323996264,0.06803618113912233,-0.9125,0.112,0.775,0.113
3311.73,0.44516530988229114,0.054930096109341395,-0.9987,0.12,0.804,0.076
3427.39,0.39875237886107445,0.0520187903883556,-0.9987,0.151,0.728,0.121
3436.94,0.4194091666467358,0.10372823539260002,-0.99,0.13,0.747,0.123
3493.92,0.39059099252976803,0.048626277350767154,-0.9984,0.13,0.778,0.092
3515.45,0.4445483405483407,0.09122069433834139,-0.4246,0.11,0.787,0.102
3497.68,0.3880391554859639,0.10116340712085391,-0.4421,0.117,0.762,0.121
3519.87,0.44669184685772356,0.07996158133598888,-0.961,0.155,0.693,0.152
3557.06,0.47150172722899975,0.1103231230049412,0.9894,0.115,0.761,0.124
3602.02,0.40974451336391643,0.03740865477805776,-0.9968,0.149,0.725,0.127
3633.93,0.4082536149417593,0.0803012637419854,-0.995,0.111,0.794,0.096
3597.61,0.4143151951626524,0.11372420266488067,-0.9904,0.141,0.723,0.135
3558.21,0.38727601832865,0.028077179480688264,-0.9996,0.145,0.777,0.078
3570.46,0.45223020697895067,0.1048446193672324,-0.9995,0.16,0.722,0.118
3604.08,0.39951368162548273,0.1132680845724324,-0.8259,0.141,0.713,0.145
3613.51,0.4387934393985348,0.11010765066497555,-0.9923,0.141,0.726,0.134
3712.74,0.4204993060725547,0.0812975524122021,-0.9964,0.152,0.713,0.135
3705.66,0.42809595040486753,0.05492971112397865,-0.9992,0.153,0.745,0.102
3562.31,0.44667898616878204,0.06079664477623659,-0.9996,0.187,0.697,0.116
3678.75,0.4432229859950067,0.04987087322579553,-0.9854,0.125,0.758,0.117
3642.58,0.41357660373367167,0.09701557459410867,-0.9992,0.171,0.695,0.134
3641.1,0.41246648878724335,0.040514579759862765,-0.9994,0.162,0.733,0.104
3614.44,0.4232848098693167,0.0658831524500539,-0.9993,0.168,0.715,0.117
3690.27,0.3863654581529582,0.07714554473304475,-0.9965,0.107,0.807,0.085
3656.77,0.3792479086229087,0.11534802659802659,-0.9608,0.127,0.749,0.124
3603.97,0.4223892160810766,0.06964698899291923,-0.9984,0.127,0.778,0.095
3535.8,0.4153949048553363,0.08306541779563358,-0.7355,0.099,0.806,0.096
3569.62,0.39802181818181825,0.0868812121212121,0.9808,0.104,0.775,0.121
3580.83,0.43188819560327923,0.06186467629205058,0.9367,0.101,0.792,0.107
3617.68,0.3922834239834238,0.04145882450882452,-0.9996,0.179,0.701,0.12
3613.28,0.38667082004253056,0.08331617395762132,-0.9995,0.168,0.72,0.112
3560.32,0.4029842124250018,0.06549581814384448,-0.9995,0.172,0.706,0.121
3581.32,0.41578987150415714,0.0947464010856868,-0.9996,0.169,0.717,0.114
3536.26,0.4326274104683195,0.07064680899908175,-0.9998,0.207,0.687,0.105
3516.11,0.3655594286422506,0.0850424490301791,-0.9982,0.143,0.742,0.114
3466.29,0.44749153925784346,0.0795608995473126,-0.9995,0.169,0.704,0.127
3459.08,0.414682370910441,0.0703181986953917,-0.9997,0.174,0.718,0.108
3469.35,0.40713534460957135,0.046183558709331905,-0.9994,0.18,0.712,0.108
3500.18,0.4041623275714184,0.030842188114915396,-0.9965,0.126,0.77,0.104
3505.79,0.4219718813949582,0.049288437701899245,-0.999,0.154,0.731,0.115
3462.99,0.4057655277816567,0.06401949603562508,-0.9995,0.192,0.697,0.111
3512.55,0.41737365096646545,0.07744752918405613,-0.9974,0.112,0.806,0.082
3500.57,0.41748354423354406,0.09343438968438966,-0.9944,0.141,0.731,0.128
3480.17,0.4217493764513631,0.09722453962520186,-0.9997,0.191,0.69,0.119
3463.33,0.3881895627308469,0.05385274766008712,-0.9984,0.162,0.711,0.127
3479.59,0.38556070068365145,0.07090974144252835,-0.9993,0.167,0.728,0.105
3497.67,0.3977078197032326,0.05332949033637109,-0.9998,0.178,0.71,0.112
3510.9,0.45276195629767046,0.13100852916924347,-0.9965,0.145,0.74,0.116
3461.51,0.4254072054779601,-0.008574117182607763,0.9934,0.1,0.775,0.126
3413.72,0.41891025425909134,0.04418162801883733,-0.9994,0.176,0.725,0.099
3421.82,0.3954889198103481,0.020764172335600902,-0.9997,0.194,0.685,0.121
3420.94,0.4284977984977984,0.12217703592703592,-0.9981,0.142,0.756,0.101
3364.4,0.4366782810685249,0.0890834301200155,-0.9994,0.185,0.687,0.128
3390.25,0.455566378066378,0.09272092699803541,-0.9753,0.13,0.75,0.12
3403.82,0.42398957398957393,0.1108033358033358,-0.9997,0.183,0.718,0.099
3411.92,0.392049580775071,0.04485093700779975,-0.9996,0.172,0.716,0.111
3359.64,0.4481794839147779,0.06682826160767341,-0.9997,0.184,0.736,0.08
3371.7,0.4442628422220257,0.04204582265806754,-0.9981,0.136,0.763,0.102
3301.21,0.35801789540425893,0.0567712296121387,-0.9962,0.117,0.796,0.087
3338.16,0.3894109981319282,0.054028798505542694,-0.9986,0.151,0.748,0.101
3372.56,0.4578349655808671,0.0606191895536158,-0.9768,0.102,0.807,0.091
3380.61,0.4135335784145307,0.09788975354451547,-0.9965,0.144,0.737,0.119
3384.35,0.44260024008368376,0.04497137704091345,-0.9938,0.131,0.758,0.111
3423.75,0.41873973501246237,0.08398021338930431,-0.9998,0.191,0.7,0.109
3435.06,0.40305243066112617,0.08802119981467806,-0.9982,0.123,0.799,0.078
3462.01,0.3736266945450618,0.08655161920468042,-0.9993,0.151,0.756,0.093
3431.32,0.41195379723157494,0.0832143191170969,-0.9996,0.18,0.726,0.094
3442.49,0.4222906537906538,0.09104809079809083,-0.9885,0.1,0.824,0.076
3420.33,0.4127060786435786,0.11237283549783551,-0.9993,0.179,0.714,0.107
3395.59,0.3814068748711605,0.054668547722119154,-0.9988,0.163,0.716,0.121
3355.61,0.41366076876143965,0.10221103653989562,-0.998,0.154,0.725,0.121
3333.76,0.4736432045320932,0.05779161990273104,-0.998,0.143,0.75,0.107
3282.81,0.42455464889093203,0.11586583279061152,-0.9985,0.174,0.701,0.126
3186.53,0.4057752284752283,0.10420553150553151,-0.9998,0.202,0.679,0.119
3175.49,0.41363667197000525,0.08488533071866408,-0.9997,0.192,0.695,0.113
3114.05,0.4322585460516493,0.03264591730108972,-0.9983,0.134,0.785,0.081
3255.62,0.4327744394908573,0.022408250953027075,-0.9988,0.168,0.704,0.127
3243.41,0.41902863587329614,0.06270916516062149,-0.9994,0.156,0.771,0.073
3146.83,0.38505512005512005,0.06804879554879557,-0.9991,0.166,0.733,0.101
3160.24,0.43298637806637796,0.06629154401154405,-0.9994,0.183,0.693,0.124
3135.89,0.40587202751586293,0.05571843681432723,-0.9996,0.18,0.714,0.106
3125.73,0.4728371771906252,0.08162085759068519,-0.9994,0.172,0.717,0.111
3161.09,0.3756902929521976,0.004799554501935459,-0.9995,0.18,0.719,0.101
3191.6,0.37014725486154054,0.047620215763072904,-0.9993,0.179,0.726,0.095
3255.52,0.4092585858585858,0.08488932178932178,-0.9974,0.163,0.717,0.12
3259.31,0.4061413786213785,0.08992709734709738,-0.9955,0.13,0.763,0.107
3217.76,0.4537794304460969,0.1066420924754258,-0.9987,0.137,0.777,0.087
3279.49,0.3893442644312209,0.13691990618077585,-0.9996,0.179,0.721,0.1
3362.42,0.44017308259243726,0.08103690514980835,-0.9992,0.17,0.721,0.109
3344.41,0.43712905205031166,0.051935241049414285,-0.9995,0.184,0.702,0.114
3311.16,0.3875716601642527,0.03995826875456506,-0.9984,0.154,0.743,0.102
3312.07,0.37034085655444865,0.06170743495986215,-0.9964,0.167,0.702,0.132
3323.5,0.39856722879110945,0.04527847774116431,-0.9984,0.139,0.775,0.086
3284.54,0.4242270923520922,0.10606376262626256,-0.9987,0.162,0.718,0.12
3242.26,0.41499673166339807,0.06559058225724892,-0.9992,0.162,0.736,0.102
3264.02,0.4001058101677934,0.07712309040821436,-0.999,0.16,0.741,0.1
3242.75,0.4408252044252041,0.02273179413179413,-0.9984,0.143,0.772,0.085
3231.62,0.3886459060652608,0.1423719336219336,0.9589,0.108,0.77,0.122
3214.34,0.39004831973581966,0.0468689296814297,-0.9997,0.191,0.724,0.085
3180.89,0.33566017316017305,0.004851848601848607,-0.9971,0.149,0.751,0.1
3217.15,0.38416699462153986,0.07925947789584155,-0.9983,0.136,0.775,0.089
